"","reg","month","year","name","area_sq_km","nl_count_0","nl_count_4","nl_min_0","nl_min_4","nl_max_0","nl_max_4","nl_mean_0","nl_mean_4","nl_sum_0","nl_sum_4","nl_nodata_0","nl_nodata_4","nl_median_0","nl_median_4","nl_std_0","nl_std_4","tw_count","tw_n_settlements"
"888","UA_14",4,2015,"Donetska",17973.357421875,125125,125125,0,0,3304,4238,2.9969789981842,3.75773024559021,374997,470186,7,7,0,0,21.0677318572998,22.0527019500732,5814,31
"889","UA_14",5,2015,"Donetska",17973.357421875,125118,125118,0,0,1593,2353,3.17604184150696,5.91320180892944,397380,739848,14,14,0,5,20.6187572479248,22.5404891967773,3221,31
"890","UA_14",6,2015,"Donetska",17973.357421875,65342,65342,0,0,4014,4138,4.97496271133423,6.11879014968872,325074,399814,59790,59790,0,0,41.5587959289551,39.5696716308594,3554,31
"891","UA_14",7,2015,"Donetska",17973.357421875,125130,125130,0,0,2759,4546,3.85064339637756,4.37775135040283,481831,547788,2,2,0,0,27.4538059234619,32.6231918334961,1631,31
"892","UA_14",8,2015,"Donetska",17973.357421875,125131,125131,0,0,2737,5061,3.64927959442139,3.78216433525085,456638,473266,1,1,0,0,25.419454574585,25.9218101501465,1158,31
"893","UA_14",9,2015,"Donetska",17973.357421875,125125,125125,0,0,1256,1871,2.82601404190063,2.57491302490234,353605,322186,7,7,0,0,18.0843753814697,16.00465965271,799,31
"894","UA_14",10,2015,"Donetska",17973.357421875,125116,125116,0,0,1370,2226,2.71849322319031,2.80988836288452,340127,351562,16,16,0,0,18.1516628265381,19.1968688964844,941,31
"895","UA_14",11,2015,"Donetska",17973.357421875,125009,125009,0,0,914,718,3.07343482971191,4.72046804428101,384207,590101,123,123,0,0,18.8476810455322,14.7678422927856,1112,31
"896","UA_14",12,2015,"Donetska",17973.357421875,125129,125129,0,0,9579,6055,7.23321533203125,3.34659433364868,905085,418756,3,3,0,0,50.6259117126465,27.4694042205811,704,31
"897","UA_14",1,2016,"Donetska",17973.357421875,125072,125072,0,0,2020,1021,10.8446092605591,6.30717515945435,1356357,788851,60,60,7,5,39.3057632446289,22.3919868469238,790,31
"898","UA_14",2,2016,"Donetska",17973.357421875,125096,125096,0,0,1059,2421,3.41235542297363,3.51265430450439,426872,439419,36,36,0,0,19.0156364440918,21.5220050811768,892,31
"899","UA_14",3,2016,"Donetska",17973.357421875,125116,125116,0,0,1125,1118,2.87723398208618,3.08360242843628,359988,385808,16,16,0,0,19.6142158508301,16.7123641967773,364,31
"900","UA_14",4,2016,"Donetska",17973.357421875,125129,125129,0,0,957,3920,2.87014198303223,3.03960704803467,359138,380343,3,3,0,0,18.586633682251,19.8156452178955,471,31
"901","UA_14",5,2016,"Donetska",17973.357421875,125115,125115,0,0,967,5347,3.64747643470764,4.42747068405151,456354,553943,17,17,0,0,22.8643684387207,25.8502235412598,385,31
"902","UA_14",6,2016,"Donetska",17973.357421875,59101,59101,0,0,4531,5036,4.8248929977417,9.23969173431396,285156,546075,66031,66031,0,6,31.9191303253174,48.212043762207,420,31
"903","UA_14",7,2016,"Donetska",17973.357421875,125118,125118,0,0,903,1529,3.88737034797668,4.58233022689819,486380,573332,14,14,0,0,21.1352481842041,19.3523635864258,614,31
"904","UA_14",8,2016,"Donetska",17973.357421875,125132,125132,0,0,7891,7739,3.31736874580383,3.39567828178406,415109,424908,0,0,0,0,47.8210487365723,36.8774375915527,379,31
"905","UA_14",9,2016,"Donetska",17973.357421875,125126,125126,0,0,10522,1161,3.31320428848267,3.05767774581909,414568,382595,6,6,0,0,37.9980087280273,17.1373329162598,283,31
"906","UA_14",10,2016,"Donetska",17973.357421875,125126,125126,0,0,1379,2136,3.1932053565979,3.44158697128296,399553,430632,6,6,0,0,21.0096397399902,20.1649475097656,336,31
"907","UA_14",11,2016,"Donetska",17973.357421875,125095,125095,0,0,934,1220,3.97664165496826,4.3822135925293,497458,548193,37,37,0,0,24.2189407348633,21.0664291381836,295,31
"908","UA_14",12,2016,"Donetska",17973.357421875,125068,125068,0,0,1833,2099,11.706015586853,9.4936351776123,1464048,1187350,64,64,6,5,51.9776611328125,36.9972267150879,278,31
"909","UA_14",1,2017,"Donetska",17973.357421875,125081,125081,0,0,1435,1117,10.4687442779541,5.24433755874634,1309441,655967,51,51,6,0,33.2345886230469,25.6881580352783,347,31
"910","UA_14",2,2017,"Donetska",17973.357421875,125124,125124,0,0,8509,1313,8.22636699676514,7.46813583374023,1029316,934443,8,8,0,5,55.61328125,26.0116100311279,290,31
"911","UA_14",3,2017,"Donetska",17973.357421875,125127,125127,0,0,835,1006,3.49567246437073,3.72304940223694,437403,465854,5,5,0,0,22.359203338623,18.1401233673096,206,31
"912","UA_14",4,2017,"Donetska",17973.357421875,125130,125130,0,0,1386,892,3.73712944984436,6.50930213928223,467627,814509,2,2,0,5,22.5058841705322,20.2152366638184,224,31
"913","UA_14",5,2017,"Donetska",17973.357421875,125122,125122,0,0,2299,2256,6.7683539390564,9.70351314544678,846870,1214123,10,10,5,7,25.3292713165283,25.1028461456299,257,31
"914","UA_14",6,2017,"Donetska",17973.357421875,48746,48746,0,0,2299,1796,7.26611423492432,11.8240880966187,354194,576377,76386,76386,0,7,39.6260299682617,38.4199867248535,158,31
"915","UA_14",7,2017,"Donetska",17973.357421875,125119,125119,0,0,8550,15072,5.14682817459106,6.69229316711426,643966,837333,13,13,0,0,46.5853080749512,70.1151733398438,259,31
"916","UA_14",8,2017,"Donetska",17973.357421875,125131,125131,0,0,11400,33831,4.38121652603149,5.2916145324707,548226,662145,1,1,0,0,43.1949501037598,118.694328308105,281,31
"917","UA_14",9,2017,"Donetska",17973.357421875,125127,125127,0,0,1360,812,3.47639608383179,3.42478442192078,434991,428533,5,5,0,0,22.2013969421387,19.3640155792236,213,31
"918","UA_14",10,2017,"Donetska",17973.357421875,125122,125122,0,0,1715,6034,3.61564707756042,4.99247121810913,452397,624668,10,10,0,0,22.9729518890381,28.6822452545166,155,31
"919","UA_14",11,2017,"Donetska",17973.357421875,125105,125105,0,0,1281,4509,5.89564752578735,4.32113027572632,737575,540595,27,27,0,0,27.6517429351807,22.0606632232666,151,31
"920","UA_14",12,2017,"Donetska",17973.357421875,125094,125094,0,0,1110,2824,3.50322151184082,4.6298942565918,438232,579172,38,38,0,0,21.3196315765381,24.7927112579346,184,31
"921","UA_14",1,2018,"Donetska",17973.357421875,125109,125109,0,0,2719,1537,8.09576416015625,6.08921003341675,1012853,761815,23,23,0,0,31.0090885162354,24.0917720794678,141,31
"922","UA_14",2,2018,"Donetska",17973.357421875,125111,125111,0,0,2746,1175,5.39377021789551,5.35122394561768,674820,669497,21,21,0,0,30.7820682525635,23.8694972991943,116,31
"923","UA_14",3,2018,"Donetska",17973.357421875,125112,125112,0,0,955,716,5.36014127731323,4.12233018875122,670618,515753,20,20,0,0,30.380895614624,17.7972984313965,172,31
"924","UA_14",4,2018,"Donetska",17973.357421875,125116,125116,0,0,808,2076,3.25361275672913,3.31983923912048,407079,415365,16,16,0,0,20.0088596343994,21.0354747772217,199,31
"925","UA_14",5,2018,"Donetska",17973.357421875,125096,125096,0,0,2114,4289,3.51813006401062,4.23908042907715,440104,530292,36,36,0,0,23.5772323608398,31.5515747070312,167,31
"926","UA_14",6,2018,"Donetska",17973.357421875,60140,60140,0,0,4084,8302,7.835533618927,9.3317756652832,471229,561213,64992,64992,0,5,43.2266426086426,58.7506141662598,209,31
"927","UA_14",7,2018,"Donetska",17973.357421875,125119,125119,0,0,9362,8067,4.41234350204468,5.46867370605469,552068,684235,13,13,0,0,37.7092971801758,36.305549621582,301,31
"928","UA_14",8,2018,"Donetska",17973.357421875,125127,125127,0,0,3483,1823,3.91083455085754,3.83514356613159,489351,479880,5,5,0,0,26.1305332183838,21.1144695281982,269,31
"929","UA_14",9,2018,"Donetska",17973.357421875,125123,125123,0,0,1986,2669,3.43584322929382,3.08100819587708,429903,385505,9,9,0,0,23.4171390533447,21.0439262390137,305,31
"930","UA_14",10,2018,"Donetska",17973.357421875,125131,125131,0,0,1400,1604,3.3143904209137,3.38490867614746,414733,423557,1,1,0,0,22.6349010467529,21.1470947265625,305,31
"931","UA_14",11,2018,"Donetska",17973.357421875,125115,125115,0,0,1450,2161,4.93550729751587,4.30033159255981,617506,538036,17,17,0,0,26.6301498413086,26.2299938201904,217,31
"932","UA_14",12,2018,"Donetska",17973.357421875,98151,98151,0,0,1465,7534,5.55708026885986,5.36643552780151,545433,526721,26981,26981,0,0,26.1129245758057,37.5658531188965,322,31
"933","UA_14",1,2019,"Donetska",17973.357421875,124401,124401,0,0,3376,2159,6.17630100250244,6.00575542449951,768338,747122,731,731,0,0,44.2561416625977,32.3869781494141,181,31
"934","UA_14",2,2019,"Donetska",17973.357421875,125083,125083,0,0,1055,7706,4.76717042922974,4.51957511901855,596292,565322,49,49,0,0,23.7945156097412,32.3745384216309,124,31
"935","UA_14",3,2019,"Donetska",17973.357421875,125129,125129,0,0,1350,3053,3.47620463371277,3.24134302139282,434974,405586,3,3,0,0,24.1789894104004,23.9546527862549,216,31
"936","UA_14",4,2019,"Donetska",17973.357421875,125117,125117,0,0,1350,6115,3.57259202003479,3.88674592971802,446992,486298,15,15,0,0,23.1140632629395,35.0617485046387,197,31
"937","UA_14",5,2019,"Donetska",17973.357421875,125116,125116,0,0,7760,13859,3.94694519042969,4.46780586242676,493826,558994,16,16,0,0,44.4092407226562,67.1061325073242,188,31
"938","UA_14",6,2019,"Donetska",17973.357421875,54872,54872,0,0,11168,28518,7.56487846374512,13.4632959365845,415100,738758,70260,70260,0,7,76.5599136352539,175.997787475586,176,31
"939","UA_14",7,2019,"Donetska",17973.357421875,125090,125090,0,0,16717,4905,4.63463115692139,5.18503475189209,579746,648596,42,42,0,0,70.9234771728516,29.7665386199951,168,31
"940","UA_14",8,2019,"Donetska",17973.357421875,125124,125124,0,0,4361,2947,3.4806911945343,11.233208656311,435518,1405544,8,8,0,12,26.3227405548096,22.4071025848389,192,31
"941","UA_14",9,2019,"Donetska",17973.357421875,125117,125117,0,0,9570,3931,3.70961570739746,3.20215487480164,464136,400644,15,15,0,0,36.4507484436035,27.8680400848389,145,31
"942","UA_14",10,2019,"Donetska",17973.357421875,125121,125121,0,0,17070,11433,3.99825763702393,3.29149389266968,500266,411835,11,11,0,0,53.9072303771973,38.6513938903809,151,31
"943","UA_14",11,2019,"Donetska",17973.357421875,125123,125123,0,0,2868,6025,4.09004735946655,3.97945213317871,511759,497921,9,9,0,0,25.2217922210693,27.0214767456055,177,31
"944","UA_14",12,2019,"Donetska",17973.357421875,125019,125019,0,0,3407,4558,6.57382488250732,4.50414752960205,821853,563104,113,113,0,0,32.3749313354492,34.454174041748,185,31
"945","UA_14",1,2020,"Donetska",17973.357421875,125121,125121,0,0,1850,997,3.62294888496399,3.44001412391663,453307,430418,11,11,0,0,22.1049480438232,18.6104125976562,169,31
"946","UA_14",2,2020,"Donetska",17973.357421875,125118,125118,0,0,3556,6700,8.66219902038574,3.27662682533264,1083797,409965,14,14,0,0,62.2682762145996,29.5939102172852,164,31
"947","UA_14",3,2020,"Donetska",17973.357421875,125105,125105,0,0,1530,845,3.03043842315674,2.92236113548279,379123,365602,27,27,0,0,21.7723026275635,18.9770622253418,156,31
"948","UA_14",4,2020,"Donetska",17973.357421875,125121,125121,0,0,1146,1190,3.30798983573914,3.21427249908447,413899,402173,11,11,0,0,22.8102588653564,21.4874210357666,195,31
"949","UA_14",5,2020,"Donetska",17973.357421875,125112,125112,0,0,2424,4111,3.40347051620483,3.47123384475708,425815,434293,20,20,0,0,25.9375991821289,28.8062553405762,164,31
"950","UA_14",6,2020,"Donetska",17973.357421875,50038,50038,0,0,4435,1162,5.73706007003784,6.85860729217529,287071,343191,75094,75094,0,0,45.6560440063477,40.2179641723633,166,31
"951","UA_14",7,2020,"Donetska",17973.357421875,125090,125090,0,0,2476,9755,3.99709010124207,6.56132364273071,499996,820756,42,42,0,0,30.4639511108398,76.8883666992188,176,31
"952","UA_14",8,2020,"Donetska",17973.357421875,125122,125122,0,0,8335,2442,3.45287799835205,3.22558784484863,432031,403592,10,10,0,0,34.2197189331055,24.2563629150391,144,31
"953","UA_14",9,2020,"Donetska",17973.357421875,125127,125127,0,0,2660,1749,3.30128598213196,3.18820881843567,413080,398931,5,5,0,0,25.1809692382812,21.5679492950439,120,31
"954","UA_14",10,2020,"Donetska",17973.357421875,125123,125123,0,0,1405,2316,3.17997479438782,3.16103363037109,397888,395518,9,9,0,0,22.5600605010986,21.7105617523193,166,31
"955","UA_14",11,2020,"Donetska",17973.357421875,125124,125124,0,0,2430,13365,3.38795113563538,3.16832900047302,423914,396434,8,8,0,0,23.8553504943848,43.7375526428223,199,31
"956","UA_14",12,2020,"Donetska",17973.357421875,125115,125115,0,0,1924,3319,4.10054731369019,3.55967712402344,513040,445369,17,17,0,0,23.6362323760986,22.3713569641113,111,31
"957","UA_14",1,2021,"Donetska",17973.357421875,124271,124271,0,0,1293,6221,9.3480052947998,4.79408693313599,1161686,595766,861,861,5,0,32.1133728027344,34.8727111816406,129,31
"958","UA_14",2,2021,"Donetska",17973.357421875,125130,125130,0,0,1300,6002,5.06529188156128,5.72801065444946,633820,716746,2,2,0,0,23.6927356719971,26.7783432006836,102,31
"959","UA_14",3,2021,"Donetska",17973.357421875,125117,125117,0,0,1232,2371,3.97167444229126,3.02042889595032,496924,377907,15,15,0,0,27.779483795166,22.4556541442871,105,31
"960","UA_14",4,2021,"Donetska",17973.357421875,125129,125129,0,0,991,856,3.49046182632446,2.87866926193237,436758,360205,3,3,0,0,24.3416843414307,18.9171333312988,146,31
"961","UA_14",5,2021,"Donetska",17973.357421875,125127,125127,0,0,14702,26442,4.34771871566772,4.91281652450562,544017,614726,5,5,0,0,64.8249816894531,109.063499450684,143,31
"962","UA_14",6,2021,"Donetska",17973.357421875,47263,47263,0,0,8371,1852,6.86101198196411,7.75257587432861,324272,366410,77869,77869,0,0,67.1965255737305,44.6329650878906,152,31
"963","UA_14",7,2021,"Donetska",17973.357421875,125122,125122,0,0,1282,1836,3.97723817825317,4.22287034988403,497640,528374,10,10,0,0,25.6696910858154,23.9506092071533,107,31
"964","UA_14",8,2021,"Donetska",17973.357421875,125129,125129,0,0,2048,1770,3.86434006690979,4.21103811264038,483541,526923,3,3,0,0,25.915807723999,24.3170261383057,141,31
"965","UA_14",9,2021,"Donetska",17973.357421875,125124,125124,0,0,2183,3697,3.52633380889893,3.44911456108093,441229,431567,8,8,0,0,24.9818267822266,25.4649276733398,103,31
"966","UA_14",10,2021,"Donetska",17973.357421875,125116,125116,0,0,3046,2678,3.50638604164124,3.39999675750732,438705,425394,16,16,0,0,27.0359630584717,23.3561248779297,73,31
"967","UA_14",11,2021,"Donetska",17973.357421875,125118,125118,0,0,1060,1829,3.51193284988403,3.39708924293518,439406,425037,14,14,0,0,23.6959857940674,20.0921669006348,81,31
"968","UA_14",12,2021,"Donetska",17973.357421875,121836,121836,0,0,3751,1850,6.08578729629517,5.77784061431885,741468,703949,3296,3296,0,0,33.0289573669434,29.1490116119385,73,31
"969","UA_14",1,2022,"Donetska",17973.357421875,124717,124717,0,0,1113,4981,8.50607395172119,10.2407131195068,1060852,1277191,415,415,0,6,33.2676811218262,36.3966445922852,138,31
"970","UA_14",2,2022,"Donetska",17973.357421875,125065,125065,0,0,840,1799,4.90294647216797,6.51314115524292,613187,814566,67,67,0,5,23.8148040771484,21.3915691375732,171,31
"971","UA_14",3,2022,"Donetska",17973.357421875,125127,125127,0,0,1148,1208,2.78038311004639,0.299975216388702,347901,37535,5,5,0,0,17.7642822265625,7.18859815597534,202,31
"972","UA_14",4,2022,"Donetska",17973.357421875,125129,125129,0,0,748,464,0.739380955696106,0.154496565461159,92518,19332,3,3,0,0,6.13285064697266,2.49326348304749,174,31
"973","UA_14",5,2022,"Donetska",17973.357421875,125125,125125,0,0,1027,661,0.208271726965904,0.425078928470612,26060,53188,7,7,0,0,7.19964408874512,4.48540925979614,162,31
"974","UA_14_O",1,2004,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"975","UA_14_O",2,2004,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"976","UA_14_O",3,2004,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"977","UA_14_O",4,2004,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"978","UA_14_O",5,2004,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"979","UA_14_O",6,2004,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"980","UA_14_O",7,2004,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"981","UA_14_O",8,2004,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"982","UA_14_O",9,2004,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"983","UA_14_O",10,2004,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"984","UA_14_O",11,2004,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"985","UA_14_O",12,2004,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"986","UA_14_O",1,2005,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"987","UA_14_O",2,2005,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"988","UA_14_O",3,2005,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"989","UA_14_O",4,2005,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"990","UA_14_O",5,2005,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"991","UA_14_O",6,2005,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"992","UA_14_O",7,2005,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"993","UA_14_O",8,2005,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"994","UA_14_O",9,2005,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"995","UA_14_O",10,2005,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"996","UA_14_O",11,2005,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"997","UA_14_O",12,2005,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"998","UA_14_O",1,2006,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"999","UA_14_O",2,2006,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1000","UA_14_O",3,2006,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1001","UA_14_O",4,2006,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1002","UA_14_O",5,2006,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1003","UA_14_O",6,2006,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1004","UA_14_O",7,2006,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1005","UA_14_O",8,2006,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1006","UA_14_O",9,2006,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1007","UA_14_O",10,2006,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1008","UA_14_O",11,2006,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1009","UA_14_O",12,2006,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1010","UA_14_O",1,2007,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1011","UA_14_O",2,2007,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1012","UA_14_O",3,2007,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1013","UA_14_O",4,2007,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1014","UA_14_O",5,2007,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1015","UA_14_O",6,2007,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1016","UA_14_O",7,2007,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1017","UA_14_O",8,2007,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1018","UA_14_O",9,2007,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1019","UA_14_O",10,2007,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1020","UA_14_O",11,2007,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1021","UA_14_O",12,2007,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1022","UA_14_O",1,2008,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1023","UA_14_O",2,2008,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1024","UA_14_O",3,2008,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1025","UA_14_O",4,2008,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1026","UA_14_O",5,2008,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1027","UA_14_O",6,2008,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1028","UA_14_O",7,2008,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1029","UA_14_O",8,2008,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1030","UA_14_O",9,2008,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1031","UA_14_O",10,2008,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1032","UA_14_O",11,2008,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1033","UA_14_O",12,2008,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1034","UA_14_O",1,2009,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1035","UA_14_O",2,2009,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1036","UA_14_O",3,2009,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1037","UA_14_O",4,2009,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1038","UA_14_O",5,2009,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1039","UA_14_O",6,2009,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1040","UA_14_O",7,2009,"Donetska_Occupied",8512.6962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
